country,food_name,description,url
Czech Republic,Dark Chocolate Cherry Coffee Beans,Per 15 pieces - Calories: 130kcal | Fat: 9.00g | Carbs: 14.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/dark-chocolate-cherry-coffee-beans
Czech Republic,Cauliflower Linguini,Per 3 oz - Calories: 230kcal | Fat: 2.50g | Carbs: 45.00g | Protein: 10.00g,https://foods.fatsecret.com/calories-nutrition/taste-republic/cauliflower-linguini
Czech Republic,Gluten Free Fusilli,Per 1 serving - Calories: 220kcal | Fat: 2.50g | Carbs: 45.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/taste-republic/gluten-free-fusilli
Czech Republic,Confiscated Fruit Mix,Per 1/4 cup - Calories: 170kcal | Fat: 9.00g | Carbs: 21.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/confiscated-fruit-mix
Czech Republic,Milk Chocolate Covered Cherries,Per 7 pieces - Calories: 140kcal | Fat: 6.00g | Carbs: 21.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/milk-chocolate-covered-cherries
Czech Republic,Dark Chocolate Covered Cherries,Per 5 pieces - Calories: 140kcal | Fat: 7.00g | Carbs: 22.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/dark-chocolate-covered-cherries
Czech Republic,Coconut Flour,Per 2 tbsp - Calories: 60kcal | Fat: 2.00g | Carbs: 8.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/republic-of-coconut/coconut-flour
Czech Republic,Asian Jasmine White Tea,Per 1 tea bag - Calories: 0kcal | Fat: 0.00g | Carbs: 0.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/the-republic-of-tea/asian-jasmine-white-tea
Democratic Republic of the Congo,Moambe Chicken (Congo Pullet Moambe),Per 1 serving - Calories: 249kcal | Fat: 16.00g | Carbs: 5.00g | Protein: 20.00g,https://foods.fatsecret.com/calories-nutrition/real-appeal/moambe-chicken-(congo-pullet-moambe)
Democratic Republic of the Congo,Traditional Falafel,Per 2 pieces - Calories: 140kcal | Fat: 5.00g | Carbs: 17.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/falafel-republic/traditional-falafel
Democratic Republic of the Congo,Milk Chocolate Pretzel Bark,Per 1.4 oz - Calories: 190kcal | Fat: 10.00g | Carbs: 23.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/pure-republic/milk-chocolate-pretzel-bark
Democratic Republic of the Congo,Original Cherry Salsa,Per 2 tbsp - Calories: 35kcal | Fat: 0.00g | Carbs: 9.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/original-cherry-salsa
Democratic Republic of the Congo,Barbecue Sauce,Per 2 - Calories: 40kcal | Fat: 0.00g | Carbs: 9.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/barbecue-sauce
Democratic Republic of the Congo,Gluten-Free Four Cheese Tortelloni,Per 4 oz - Calories: 360kcal | Fat: 12.00g | Carbs: 46.00g | Protein: 16.00g,https://foods.fatsecret.com/calories-nutrition/taste-republic/gluten-free-four-cheese-tortelloni
Democratic Republic of the Congo,Ruby Red Sour Cherry Patches,Per 15 pieces - Calories: 110kcal | Fat: 0.00g | Carbs: 26.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/ruby-red-sour-cherry-patches
Democratic Republic of the Congo,Mild Cherry Salsa,Per 2 tablespoon - Calories: 35kcal | Fat: 0.00g | Carbs: 9.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/mild-cherry-salsa
Democratic Republic of the Congo,Roasted Garlic Falafel,Per 3 pieces - Calories: 200kcal | Fat: 7.00g | Carbs: 24.00g | Protein: 10.00g,https://foods.fatsecret.com/calories-nutrition/falafel-republic/roasted-garlic-falafel
Democratic Republic of the Congo,Racer 5,Per 1 bottle - Calories: 231kcal | Fat: 0.00g | Carbs: 14.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/bear-republic/racer-5
Democratic Republic of the Congo,Hummus & Salsa Wrap,Per 1 serving - Calories: 320kcal | Fat: 9.00g | Carbs: 50.00g | Protein: 13.00g,https://foods.fatsecret.com/calories-nutrition/falafel-republic/hummus-and-salsa-wrap
Democratic Republic of the Congo,Cherry Nut Mix,Per 1/4 cup - Calories: 160kcal | Fat: 11.00g | Carbs: 16.00g | Protein: 4.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/cherry-nut-mix
Democratic Republic of the Congo,Dark Chocolate Cherry Coffee Beans,Per 15 pieces - Calories: 130kcal | Fat: 9.00g | Carbs: 14.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/dark-chocolate-cherry-coffee-beans
Democratic Republic of the Congo,Cauliflower Linguini,Per 3 oz - Calories: 230kcal | Fat: 2.50g | Carbs: 45.00g | Protein: 10.00g,https://foods.fatsecret.com/calories-nutrition/taste-republic/cauliflower-linguini
Democratic Republic of the Congo,Gluten Free Fusilli,Per 1 serving - Calories: 220kcal | Fat: 2.50g | Carbs: 45.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/taste-republic/gluten-free-fusilli
Democratic Republic of the Congo,Confiscated Fruit Mix,Per 1/4 cup - Calories: 170kcal | Fat: 9.00g | Carbs: 21.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/confiscated-fruit-mix
Democratic Republic of the Congo,Milk Chocolate Covered Cherries,Per 7 pieces - Calories: 140kcal | Fat: 6.00g | Carbs: 21.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/milk-chocolate-covered-cherries
Democratic Republic of the Congo,Dark Chocolate Covered Cherries,Per 5 pieces - Calories: 140kcal | Fat: 7.00g | Carbs: 22.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/cherry-republic/dark-chocolate-covered-cherries
Democratic Republic of the Congo,Coconut Flour,Per 2 tbsp - Calories: 60kcal | Fat: 2.00g | Carbs: 8.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/republic-of-coconut/coconut-flour
Democratic Republic of the Congo,Asian Jasmine White Tea,Per 1 tea bag - Calories: 0kcal | Fat: 0.00g | Carbs: 0.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/the-republic-of-tea/asian-jasmine-white-tea
Denmark,Sweet Italian Sausage,Per 1 cooked link - Calories: 260kcal | Fat: 20.00g | Carbs: 2.00g | Protein: 17.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/sweet-italian-sausage
Denmark,Beef Chorizo,Per 2 oz - Calories: 160kcal | Fat: 12.00g | Carbs: 2.00g | Protein: 9.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/beef-chorizo
Denmark,Pork Chorizo,Per 2 oz - Calories: 170kcal | Fat: 15.00g | Carbs: 3.00g | Protein: 8.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/pork-chorizo
Denmark,Kilt Lifter Beer Brats,Per 1 brat - Calories: 220kcal | Fat: 16.00g | Carbs: 4.00g | Protein: 14.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/kilt-lifter-beer-brats
Denmark,Bratwurst (81g),Per 1 link - Calories: 230kcal | Fat: 14.00g | Carbs: 5.00g | Protein: 19.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/bratwurst-(81g)
Denmark,Small Diced Beef,Per 4 oz - Calories: 170kcal | Fat: 8.00g | Carbs: 6.00g | Protein: 23.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/small-diced-beef
Denmark,Ground Chicken,Per 1 serving  - Calories: 140kcal | Fat: 4.50g | Carbs: 0.00g | Protein: 22.00g,https://foods.fatsecret.com/calories-nutrition/denmark-foods/ground-chicken
Denmark,Creamy Havarti Cheese,Per 1 oz - Calories: 120kcal | Fat: 10.00g | Carbs: 0.00g | Protein: 5.00g,https://foods.fatsecret.com/calories-nutrition/denmarks-finest/creamy-havarti-cheese
Denmark,Fontina,Per 1 oz - Calories: 90kcal | Fat: 7.00g | Carbs: 0.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/denmarks-finest/fontina
Denmark,Denmar Danish Feta,Per 1 serving - Calories: 86kcal | Fat: 8.00g | Carbs: 0.14g | Protein: 4.00g,https://foods.fatsecret.com/calories-nutrition/karoun/denmar-danish-feta
Denmark,Ancient Grains Snack Crackers - Sea Salt,Per 17 crackers - Calories: 130kcal | Fat: 2.00g | Carbs: 24.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/ancient-grains-snack-crackers---sea-salt
Denmark,Danish Havarti Cheese,Per 1 oz - Calories: 110kcal | Fat: 10.00g | Carbs: 0.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/danamark/danish-havarti-cheese
Denmark,Cheddar Rice Thins,Per 15 crackers - Calories: 120kcal | Fat: 1.50g | Carbs: 25.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/cheddar-rice-thins
Denmark,Fontina Cheese,Per 1 oz - Calories: 90kcal | Fat: 8.00g | Carbs: 0.00g | Protein: 8.00g,https://foods.fatsecret.com/calories-nutrition/danamark/fontina-cheese
Denmark,Mini Rice Crackers,Per 40 crackers - Calories: 120kcal | Fat: 1.50g | Carbs: 25.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/mini-rice-crackers
Denmark,Savory Rice Thins,Per 16 crackers - Calories: 130kcal | Fat: 2.50g | Carbs: 24.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/savory-rice-thins
Denmark,Sesame Rice Thins,Per 16 crackers - Calories: 130kcal | Fat: 2.50g | Carbs: 23.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/sesame-rice-thins
Denmark,Original All Natural Sesame & Rice Savory Thins Crackers,Per 15 crackers - Calories: 120kcal | Fat: 1.50g | Carbs: 25.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/original-all-natural-sesame-and-rice-savory-thins-crackers
Denmark,Original Savory Thins,Per 16 crackers - Calories: 130kcal | Fat: 2.50g | Carbs: 24.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/original-savory-thins
Denmark,Brown Rice Thins,Per 16 crackers - Calories: 120kcal | Fat: 2.00g | Carbs: 23.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/sesmark/brown-rice-thins
Ecuador,65% Cacao Dark Chocolate Single Origin Ecuador,Per 4 squares - Calories: 240kcal | Fat: 16.00g | Carbs: 20.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/trader-joes/65%25-cacao-dark-chocolate-single-origin-ecuador
Ecuador,5 Seed Butter,Per 2 tbsp - Calories: 200kcal | Fat: 17.00g | Carbs: 5.00g | Protein: 8.00g,https://foods.fatsecret.com/calories-nutrition/beyond-the-equator/5-seed-butter
Egypt,Kousa Mahshi (Egyptian Stuffed Zucchini),Per 1 zucchini with 1/4 cup sauce - Calories: 237kcal | Fat: 11.00g | Carbs: 26.00g | Protein: 12.00g,https://foods.fatsecret.com/calories-nutrition/real-appeal/kousa-mahshi-(egyptian-stuffed-zucchini)
Egypt,Egyptian Licorice Mint,Per 1 tea bag (makes 8 fl oz) - Calories: 0kcal | Fat: 0.00g | Carbs: 0.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/yogi-tea/egyptian-licorice-mint
Egypt,Egyptian Red Lentil Soup,Per 1 container - Calories: 380kcal | Fat: 15.00g | Carbs: 47.00g | Protein: 15.00g,https://foods.fatsecret.com/calories-nutrition/the-juice-press/egyptian-red-lentil-soup
Egypt,Peeled Fava Beans Egyptian Recipe,Per 1/2 cup - Calories: 160kcal | Fat: 5.00g | Carbs: 16.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/california-garden/peeled-fava-beans-egyptian-recipe
Egypt,Egyptian Lentil Soup,Per 1 serving - Calories: 245kcal | Fat: 3.00g | Carbs: 41.00g | Protein: 15.00g,https://foods.fatsecret.com/calories-nutrition/real-appeal/egyptian-lentil-soup
El Salvador,El Salvadorian Style Quezadilla Cake,Per 1785g - Calories: 6246kcal | Fat: 291.60g | Carbs: 718.30g | Protein: 201.66g,https://foods.fatsecret.com/calories-nutrition/generic/cake-quezadilla-el-salvadorian-style
El Salvador,Eel,Per 973g - Calories: 2733kcal | Fat: 182.38g | Carbs: 56.13g | Protein: 204.36g,https://foods.fatsecret.com/calories-nutrition/generic/eel-cooked
El Salvador,Smoked Eel,Per 100g - Calories: 289kcal | Fat: 18.30g | Carbs: 0.00g | Protein: 28.95g,https://foods.fatsecret.com/calories-nutrition/generic/eel-smoked
El Salvador,Pickled Sea Bass (Mero En Escabeche),Per 2098g - Calories: 5790kcal | Fat: 509.75g | Carbs: 18.25g | Protein: 276.06g,https://foods.fatsecret.com/calories-nutrition/generic/sea-bass-pickled-(mero-en-escabeche)
El Salvador,Puerto Rican Style Veal Fricassee (Ternera En Fricase),Per 1582g - Calories: 2673kcal | Fat: 126.40g | Carbs: 118.96g | Protein: 259.91g,https://foods.fatsecret.com/calories-nutrition/generic/veal-fricassee-puerto-rican-style-(ternera-en-fricase)
El Salvador,Puerto Rican Style Shrimp in Garlic Sauce (Camarones Al Ajillo),Per 532g - Calories: 1617kcal | Fat: 132.92g | Carbs: 14.95g | Protein: 91.38g,https://foods.fatsecret.com/calories-nutrition/generic/shrimp-in-garlic-sauce-puerto-rican-style-(mixture)-(camarones-al-ajillo)
El Salvador,Puerto Rican Style Tamal in A Leaf (Tamales En Hoja),Per 1469g - Calories: 2350kcal | Fat: 129.82g | Carbs: 173.59g | Protein: 140.54g,https://foods.fatsecret.com/calories-nutrition/generic/tamal-in-a-leaf-puerto-rican-style-(tamales-en-hoja)
El Salvador,Puerto Rican Style Cassava with Creole Sauce (Yuca Al Mojo),Per 2060g - Calories: 2760kcal | Fat: 71.47g | Carbs: 515.12g | Protein: 25.75g,https://foods.fatsecret.com/calories-nutrition/generic/cassava-with-creole-sauce-puerto-rican-style-(yuca-al-mojo)
El Salvador,"Puerto Rican Style Stewed Goat (Cabrito En Fricase, Chilindron De Chivo)",Per 1161g - Calories: 3019kcal | Fat: 205.65g | Carbs: 24.39g | Protein: 259.77g,https://foods.fatsecret.com/calories-nutrition/generic/stewed-goat-puerto-rican-style-(cabrito-en-fricase-chilindron-de-chivo)
El Salvador,Pad See Ew,Per 735g - Calories: 1271kcal | Fat: 51.19g | Carbs: 152.22g | Protein: 47.10g,https://foods.fatsecret.com/calories-nutrition/generic/pad-see-ew
El Salvador,Puerto Rican Style Custard-Like Egg Dessert with Water and Sugar (Tocino Del Cielo; Heaven's Delight),Per 1150g - Calories: 3714kcal | Fat: 91.29g | Carbs: 678.24g | Protein: 61.86g,https://foods.fatsecret.com/calories-nutrition/generic/egg-dessert-custard-like-made-with-water-and-sugar-puerto-rican-style-(tocino-del-cielo-heavens-delight)
El Salvador,Steamed or Poached Eel,Per 100g - Calories: 233kcal | Fat: 14.76g | Carbs: 0.00g | Protein: 23.34g,https://foods.fatsecret.com/calories-nutrition/generic/eel-steamed-or-poached
El Salvador,Puerto Rican Style Tamale Casserole (Tamales En Cazuela),Per 1777g - Calories: 2879kcal | Fat: 176.15g | Carbs: 209.03g | Protein: 124.96g,https://foods.fatsecret.com/calories-nutrition/generic/tamale-casserole-puerto-rican-style-(tamales-en-cazuela)
El Salvador,Puerto Rican Style Tongue Pot Roast (Lengua Al Caldero),Per 1388g - Calories: 4400kcal | Fat: 347.42g | Carbs: 4.58g | Protein: 292.04g,https://foods.fatsecret.com/calories-nutrition/generic/tongue-pot-roast-puerto-rican-style-(lengua-al-caldero)
El Salvador,Puerto Rican Style Stewed Green Peas (Habichuelas Del Pais),Per 2321g - Calories: 3458kcal | Fat: 69.39g | Carbs: 506.40g | Protein: 222.80g,https://foods.fatsecret.com/calories-nutrition/generic/stewed-green-peas-puerto-rican-style-(habichuelas-del-pais)
El Salvador,Puerto Rican Style Candied Ripe Plantain (Platano En Almibar),Per 1407g - Calories: 3728kcal | Fat: 103.11g | Carbs: 710.36g | Protein: 10.69g,https://foods.fatsecret.com/calories-nutrition/generic/candied-ripe-plantain-puerto-rican-style-(platano-en-almibar)
El Salvador,Puerto Rican Style Pickled Green Bananas (Guineos Verdes En Escabeche),Per 2175g - Calories: 6982kcal | Fat: 642.06g | Carbs: 331.04g | Protein: 18.92g,https://foods.fatsecret.com/calories-nutrition/generic/pickled-green-bananas-puerto-rican-style-(guineos-verdes-en-escabeche)
El Salvador,El Jefe,Per 1 bowl - Calories: 878kcal | Fat: 48.00g | Carbs: 79.00g | Protein: 45.00g,https://foods.fatsecret.com/calories-nutrition/roots-natural-kitchen/el-jefe
El Salvador,El Guapo,Per 1 serving - Calories: 9kcal | Fat: 0.00g | Carbs: 2.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/moes-southwest-grill/el-guapo
El Salvador,Elk Meat,Per 100g - Calories: 111kcal | Fat: 1.45g | Carbs: 0.00g | Protein: 22.95g,https://foods.fatsecret.com/calories-nutrition/usda/elk-meat
Estonia,Keto Bread Mix,Per 1 slice - Calories: 150kcal | Fat: 8.00g | Carbs: 6.00g | Protein: 13.00g,https://foods.fatsecret.com/calories-nutrition/ketonia/keto-bread-mix
Ethiopia,Injera (American-Style Ethiopian Bread),Per 1813g - Calories: 2375kcal | Fat: 22.84g | Carbs: 533.12g | Protein: 89.73g,https://foods.fatsecret.com/calories-nutrition/generic/injera-(american-style-ethiopian-bread)
Ethiopia,Organic Ethiopian Sesame Tahini,Per 2 tbsp - Calories: 180kcal | Fat: 16.00g | Carbs: 5.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/pepperwood-organics/organic-ethiopian-sesame-tahini
Finland,Imported Heavenly Light Swiss Cheese,"Per 1"" cube - Calories: 80kcal | Fat: 4.00g | Carbs: 0.00g | Protein: 9.00g",https://foods.fatsecret.com/calories-nutrition/finlandia/imported-heavenly-light-swiss-cheese
Finland,Heavenly Light Swiss Cheese,Per 1 slice - Calories: 80kcal | Fat: 4.00g | Carbs: 0.00g | Protein: 8.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/heavenly-light-swiss-cheese
Finland,Imported Muenster Natural Cheese Deli Slices,Per 1 slice - Calories: 110kcal | Fat: 9.00g | Carbs: 0.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/imported-muenster-natural-cheese-deli-slices
Finland,Imported Swiss Natural Cheese Deli Slices,Per 1 slice - Calories: 80kcal | Fat: 6.00g | Carbs: 0.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/imported-swiss-natural-cheese-deli-slices
Finland,Imported Havarti Cheese Natural Deli Slices,Per 1 slice - Calories: 86kcal | Fat: 7.00g | Carbs: 0.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/imported-havarti-cheese-natural-deli-slices
Finland,Double Gloucester Cheese,Per 1 slice - Calories: 83kcal | Fat: 7.00g | Carbs: 1.00g | Protein: 5.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/double-gloucester-cheese
Finland,Jalapeno Muenster Cheese,Per 1 slice - Calories: 80kcal | Fat: 7.00g | Carbs: 0.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/jalapeno-muenster-cheese
Finland,Reduced Fat Swiss Cheese,Per 1 slice - Calories: 57kcal | Fat: 3.00g | Carbs: 0.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/reduced-fat-swiss-cheese
Finland,Reduced Fat Cheddar Cheese,Per 1 slice - Calories: 60kcal | Fat: 4.50g | Carbs: 1.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/reduced-fat-cheddar-cheese
Finland,Monterey Jack Cheese Deli Slices,Per 1 slice - Calories: 80kcal | Fat: 6.00g | Carbs: 1.00g | Protein: 5.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/monterey-jack-cheese-deli-slices
Finland,Muenster Cheese Slices,Per 1 slice - Calories: 110kcal | Fat: 9.00g | Carbs: 1.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/muenster-cheese-slices
Finland,Imported Gouda Cheese,Per 1 slice - Calories: 79kcal | Fat: 6.00g | Carbs: 0.00g | Protein: 6.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/imported-gouda-cheese
Finland,Light Swiss Cheese Slice,Per 1 slice - Calories: 57kcal | Fat: 3.00g | Carbs: 0.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/light-swiss-cheese-slice
Finland,Swiss Cheese,Per 1 slice - Calories: 60kcal | Fat: 3.00g | Carbs: 0.00g | Protein: 7.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/swiss-cheese
Finland,Lacey Swiss Cheese,Per 1 oz - Calories: 90kcal | Fat: 6.00g | Carbs: 0.00g | Protein: 8.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/lacey-swiss-cheese
Finland,Light Swiss Cheese,"Per 1"" cube - Calories: 70kcal | Fat: 4.00g | Carbs: 0.00g | Protein: 9.00g",https://foods.fatsecret.com/calories-nutrition/finlandia/light-swiss-cheese
Finland,Imported Butter,Per 1 tbsp - Calories: 100kcal | Fat: 11.00g | Carbs: 0.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/imported-butter
Finland,Muenster Cheese Deli Slices,Per 1 slice - Calories: 90kcal | Fat: 5.00g | Carbs: 0.00g | Protein: 5.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/muenster-cheese-deli-slices
Finland,Chanterelle Mushroom Cheese Spread,Per 2 tbsp - Calories: 90kcal | Fat: 8.00g | Carbs: 1.00g | Protein: 3.00g,https://foods.fatsecret.com/calories-nutrition/finlandia/chanterelle-mushroom-cheese-spread
Finland,Imported Swiss Cheese,"Per 1"" cube - Calories: 110kcal | Fat: 8.00g | Carbs: 0.00g | Protein: 8.00g",https://foods.fatsecret.com/calories-nutrition/finlandia/imported-swiss-cheese
France,"M. Chapoutier Belleruche Rose // Cotes Du Rhone, France",Per 1 serving - Calories: 140kcal | Fat: 0.00g | Carbs: 3.00g | Protein: 0.00g,https://foods.fatsecret.com/calories-nutrition/california-pizza-kitchen/m-chapoutier-belleruche-rose-cotes-du-rhone-france
France,"M. Chapoutier Belleruche Rose // Cotes Du Rhone, France - Bottle",Per 1 serving - Calories: 590kcal | Fat: 0.00g | Carbs: 11.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/california-pizza-kitchen/m-chapoutier-belleruche-rose-cotes-du-rhone-france-bottle
France,Cabernet Franc Wine,Per 100g - Calories: 85kcal | Fat: 0.00g | Carbs: 2.45g | Protein: 0.07g,https://foods.fatsecret.com/calories-nutrition/usda/cabernet-franc-wine
France,Traditional Marinara Sauce,Per 1/2 cup - Calories: 60kcal | Fat: 1.00g | Carbs: 11.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/traditional-marinara-sauce
France,Super Mushroom Pasta Sauce,Per 1/2 cup - Calories: 100kcal | Fat: 4.50g | Carbs: 15.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/super-mushroom-pasta-sauce
France,"Tomato, Garlic & Onion Chunky Garden Pasta Sauce",Per 1/2 cup - Calories: 70kcal | Fat: 2.00g | Carbs: 13.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/tomato-garlic-and-onion-chunky-garden-pasta-sauce
France,No Salt Added Traditional Pasta Sauce,Per 1/2 cup - Calories: 60kcal | Fat: 1.00g | Carbs: 10.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/no-salt-added-traditional-pasta-sauce
France,Eggplant & Parmesan Sauce,Per 1/2 cup - Calories: 90kcal | Fat: 4.50g | Carbs: 12.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/eggplant-and-parmesan-sauce
France,Meat Flavored Traditional Pasta Sauce,Per 1/2 cup - Calories: 70kcal | Fat: 2.00g | Carbs: 12.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/meat-flavored-traditional-pasta-sauce
France,Pizza Sauce,Per 1/4 cup - Calories: 20kcal | Fat: 0.00g | Carbs: 4.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/pizza-sauce
France,"Tomato, Garlic & Onion Pasta Sauce",Per 1/2 cup - Calories: 60kcal | Fat: 1.00g | Carbs: 12.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/tomato-garlic-onion-pasta-sauce
France,Four Cheese Alfredo,Per 1/4 cup - Calories: 60kcal | Fat: 8.00g | Carbs: 2.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/four-cheese-alfredo
France,Garden Combo Chunky Garden Style Sauce,Per 1/2 cup - Calories: 50kcal | Fat: 2.50g | Carbs: 11.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/garden-combo-chunky-garden-style-sauce
France,Alfredo Sauce,Per 1/4 cup - Calories: 60kcal | Fat: 4.50g | Carbs: 3.00g | Protein: 1.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/alfredo-sauce
France,Sweet & Tasty Tomato Pasta Sauce,Per 1/2 cup - Calories: 80kcal | Fat: 1.00g | Carbs: 16.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/sweet-and-tasty-tomato-pasta-sauce
France,To Be Healthy Spicy Marinara Pasta Sauce,Per 1/2 cup - Calories: 60kcal | Fat: 2.00g | Carbs: 9.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/to-be-healthy-spicy-marinara-pasta-sauce
France,Original Traditional Pasta Sauce,Per 1/2 cup - Calories: 80kcal | Fat: 3.00g | Carbs: 14.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/original-traditional-pasta-sauce
France,Vodka Sauce,Per 1/4 cup - Calories: 50kcal | Fat: 2.50g | Carbs: 6.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/vodka-sauce
France,Original Recipe Pasta Sauce,Per 1/2 cup - Calories: 60kcal | Fat: 1.00g | Carbs: 11.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/original-recipe-pasta-sauce
France,Roasted Garlic Alfredo Sauce,Per 1/4 cup - Calories: 90kcal | Fat: 8.00g | Carbs: 3.00g | Protein: 2.00g,https://foods.fatsecret.com/calories-nutrition/francesco-rinaldi/roasted-garlic-alfredo-sauce
French Polynesia,French Cruller,Per 100g - Calories: 412kcal | Fat: 18.30g | Carbs: 59.50g | Protein: 3.10g,https://foods.fatsecret.com/calories-nutrition/generic/french-cruller
French Polynesia,French Dressing,Per 100g - Calories: 457kcal | Fat: 44.81g | Carbs: 15.58g | Protein: 0.77g,https://foods.fatsecret.com/calories-nutrition/generic/french-dressing
French Polynesia,Plain French Toast,Per 342g - Calories: 835kcal | Fat: 32.28g | Carbs: 105.43g | Protein: 29.41g,https://foods.fatsecret.com/calories-nutrition/generic/french-toast-plain
French Polynesia,Potato French Fries,Per 100g - Calories: 274kcal | Fat: 14.08g | Carbs: 35.71g | Protein: 3.49g,https://foods.fatsecret.com/calories-nutrition/generic/white-potato-french-fries
